\AidData TUFF Project ID;Recommended For Aggregates;Umbrella;Financier Country;Recipient;Recipient Region;Commitment Year;Title;Status;Intent;Flow Type;Concessional;Flow Class;Sector Code;Sector Name;Funding Agencies;Funding Agencies Type;Amount (Original Currency);Original Currency;Amount (Constant USD2017);Amount (Nominal)
66690;Yes;No;China (People's Republic of);Angola;Africa;2009;[Drawn Down Amount] China Eximbank extends $6 billion master loan facility agreement to Angola (Linked to Project ID#34031);Implementation;Mixed;Export Buyer's Credit;Vague;OOF-like;430;OTHER MULTISECTOR;Export-Import Bank of China;State-owned Policy Bank;1605000000;USD;2092462598;1605000000
67366;Yes;No;China (People's Republic of);Angola;Africa;2009;CDB provides $171 million loan for Camama Municipal Infrastructure Project (linked to #67);Implementation;Development;Loan;Vague;Vague (Official Finance);160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China Development Bank (CDB);State-owned Policy Bank;171000000;USD;222935267.4;171000000
67494;Yes;No;China (People's Republic of);Angola;Africa;2009;Bank of China finances telecommunications and E-Government Network projects in Angola;Completion;Development;Loan;Vague;Vague (Official Finance);220;COMMUNICATIONS;Bank of China (BOC);State-owned Commercial Bank;;;;
67923;Yes;No;China (People's Republic of);Angola;Africa;2009;China donates second batch of anti-malaria medicine to Angola;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
68603;Yes;No;China (People's Republic of);Angola;Africa;2009;China sends 4 malaria experts to Angola (linked to #68605, #32853);Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
73825;Yes;No;China (People's Republic of);Angola;Africa;2009;Chinese Government cancels RMB 17.38 million of the Government of Angola’s outstanding obligations (linked to #34749);Completion;Development;Debt forgiveness;Yes;ODA-like;600;ACTION RELATING TO DEBT;Unspecified Chinese Government Institution;Government Agency;17380000;CNY;3316775.011;2544095.124
69183;Yes;No;China (People's Republic of);Antigua and Barbuda;America;2009;Chinese Government grants 3.5 million USD for Gray’s Hill Reservoir renovation (Linked to project ID #64582);Completion;Development;Grant;Yes;ODA-like;140;WATER SUPPLY AND SANITATION;Unspecified Chinese Government Institution;Government Agency;3500000;USD;4563002.55;3500000
70546;Yes;No;China (People's Republic of);Antigua and Barbuda;America;2009;Chinese Government provides 15 scholarships to students from Antigua and Barbuda in 2009;Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
44156;Yes;No;China (People's Republic of);Argentina;America;2009;China opens Confucius Institute at the University of Buenos Aires;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
66389;Yes;No;China (People's Republic of);Armenia;Asia;2009;China grants USD 650.000 to Armenia for the expense of the participation in Shanghai Expo 2010 World Exhibition;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;Unspecified Chinese Government Institution;Government Agency;650000;USD;847414.7592;650000
66576;Yes;No;China (People's Republic of);Armenia;Asia;2009;Chinese Embassy donates clothes to Gegharkunik's State Children's Home;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Chinese Embassy;Government Agency;;;;
87043;Yes;No;China (People's Republic of);Asia, regional;Asia;2009;PRC Poverty Reduction and Regional Cooperation Fund grants $2 million USD for 2009 Projects;Completion;Development;Grant;Yes;ODA-like;430;OTHER MULTISECTOR;China Ministry of Finance;Government Agency;2000000;USD;2607430.028;2000000
44157;Yes;No;China (People's Republic of);Bahamas;America;2009;China opens Confucius Institute at the University of the Bahamas;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
34162;Yes;No;China (People's Republic of);Bangladesh;Asia;2009;China holds agricultural training program for Bangladesh (Linked to #33993);Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
70120;Yes;No;China (People's Republic of);Bangladesh;Asia;2009;China establishes the Shanto Mariam Confucius Classroom at the University of Creative Technology;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
54882;Yes;No;China (People's Republic of);Barbados;America;2009;China donates school and sports supplies to two schools in Barbados;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Chinese Embassy;Government Agency;;;;
42179;Yes;No;China (People's Republic of);Belarus;Europe;2009;China Eximbank provides $142.46 million buyer's credit loan for Krasnoselskstroymaterialy Cement Plant Construction Project (Linked to Project ID#66650, ID#43265, ID#42171, and Project ID#66652);Completion;Mixed;Export Buyer's Credit;No;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;Export-Import Bank of China;State-owned Policy Bank;142460000;USD;185727240.9;142460000
42183;Yes;No;China (People's Republic of);Belarus;Europe;2009;China Development Bank provides EUR 260 million loan for 399.6MW Minsk No. 5 Thermal Power Plant Upgrading Project;Completion;Development;Loan;Vague;Vague (Official Finance);230;ENERGY;China Development Bank (CDB);State-owned Policy Bank;260000000;EUR;470888657.2;361189870.6
42948;Yes;No;China (People's Republic of);Belarus;Europe;2009;Chinese Government makes donation to 'Association of Chernobyl Victims';Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
42949;Yes;No;China (People's Republic of);Belarus;Europe;2009;Hanban donates Chinese language teaching materials to secondary school in Minsk;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
42950;Yes;No;China (People's Republic of);Belarus;Europe;2009;Chinese Government donates medical equipment to local hospital;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
43266;Yes;No;China (People's Republic of);Belarus;Europe;2009;China CITIC Bank provides $9.1 million loan for Fandok Particle Board Production Line Project;Implementation;Development;Loan;Vague;Vague (Official Finance);320;INDUSTRY, MINING, CONSTRUCTION;China CITIC Bank;State-owned Commercial Bank;9100000;USD;11863806.63;9100000
31312;Yes;No;China (People's Republic of);Benin;Africa;2009;Hanban provides grant for establishment of Confucius Institute at University of Abomey-Calavi;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
31728;Yes;No;China (People's Republic of);Benin;Africa;2009;Chinese Government provides CFAF 3 billion grant for Agricultural Demonstration Center Construction Project;Completion;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;China Ministry of Commerce;Government Agency;3000000000;XOF;8285899.999;6355606.792
34144;Yes;No;China (People's Republic of);Benin;Africa;2009;Chinese Government provides 6 billion CFAF grant for Phase 1 of Parakou Military Instruction Hospital Construction Project (linked to #72795, #72796);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;6000000000;XOF;16571800;12711213.58
59649;Yes;No;China (People's Republic of);Benin;Africa;2009;China donates anti-malarial drugs to Benin [2009];Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
71583;Yes;No;China (People's Republic of);Benin;Africa;2009;China builds rice mill in Malanville, Benin (linked to #71585);Completion;Development;Vague TBD;Vague;Vague (Official Finance);310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
71585;Yes;No;China (People's Republic of);Benin;Africa;2009;China builds rice mill in Glazoue, Benin (linked to #71583);Completion;Development;Vague TBD;Vague;Vague (Official Finance);310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
37408;Yes;No;China (People's Republic of);Bolivia;America;2009;China and Bolivia Signed the Exchange of Notes Concerning the Establishment of the Spot Exchange Project of $300.000 in Cash;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;300000;USD;391114.5042;300000
37409;Yes;No;China (People's Republic of);Bolivia;America;2009;Chinese Government provides $10 million grant — via ETCA — for Ministry of Economy and Finance Office Building Construction Project;Pipeline: Commitment;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;;;;
37415;Yes;No;China (People's Republic of);Bolivia;America;2009;Elementary Schools Construction Project in Orinoca ;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;500000;USD;651857.5071;500000
39433;Yes;No;China (People's Republic of);Bolivia;America;2009;China Donates School Equipment for New Educational Technologies Project;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Henan Yuguang International Economic and Technical Cooperation Co., Ltd.;State-owned Company;;;;
54861;Yes;No;China (People's Republic of);Bolivia;America;2009;Dengue Fever Equipment Donation;Completion;Development;Grant;Yes;ODA-like;720;EMERGENCY RESPONSE;Unspecified Chinese Government Institution;Government Agency;;;;
85150;Yes;No;China (People's Republic of);Bosnia and Herzegovina;Europe;2009;Chinese Government provided RMB 20 million grant for provision of computers, printers, copiers, furniture, and sports equipment to 36 schools;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;China Ministry of Commerce;Government Agency;20000000;CNY;3816772.165;2927612.341
39;Yes;No;China (People's Republic of);Botswana;Africa;2009;Chinese Government dispatches 3 agricultural experts to provide technical assistance (Linked to Project ID#58449);Completion;Development;Free-standing technical assistance;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
40;Yes;No;China (People's Republic of);Botswana;Africa;2009;ICBC provides $825 million export credit facility for 600MW Morupule B Power Project;Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;230;ENERGY;Industrial and Commercial Bank of China (ICBC);State-owned Commercial Bank;825048559.4;USD;1075628194;825048559.4
42;Yes;No;China (People's Republic of);Botswana;Africa;2009;Nantong Municipal Council donates table tennis equipment to Mophane Primary School;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Nantong Municipal Council;Government Agency;20000;BWP;3646.352937;2796.894181
46;Yes;No;China (People's Republic of);Botswana;Africa;2009;China opens Confucius Institute at the University of Botswana;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
675;Yes;No;China (People's Republic of);Botswana;Africa;2009;Chinese Government sponsors IT training;Completion;Development;Free-standing technical assistance;Yes;ODA-like;220;COMMUNICATIONS;Unspecified Chinese Government Institution;Government Agency;;;;
678;Yes;No;China (People's Republic of);Botswana;Africa;2009;Chinese Government donates 80.000 BWP to Youth Activity Center in Mahalapye;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China Jiangxi International Economic and Technical Cooperation Co., Ltd. (CJIC);State-owned Company;80000;BWP;14585.41175;11187.57672
58450;Yes;No;China (People's Republic of);Botswana;Africa;2009;Chinese Government donates office supplies to Botswana’s Ministry of Finance;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
58522;Yes;No;China (People's Republic of);Botswana;Africa;2009;Chinese Government provides grant for Human Resource Training Project;Completion;Development;Grant;Yes;ODA-like;220;COMMUNICATIONS;Unspecified Chinese Government Institution;Government Agency;;;;
73117;Yes;No;China (People's Republic of);Botswana;Africa;2009;Chinese Government donates video conferencing equipment to Botswana's Ministry of Communications, Science and Technology;Completion;Development;Grant;Yes;ODA-like;220;COMMUNICATIONS;ZTE Corporation;State-owned Company;;;;
38142;Yes;No;China (People's Republic of);Brazil;America;2009;China Development Bank Loans Brazilian Telecom Company Oi USD300M for Network Expansion;Completion;Development;Loan;No;OOF-like;220;COMMUNICATIONS;China Development Bank (CDB);State-owned Policy Bank;300000000;USD;391114504.2;300000000
38420;Yes;No;China (People's Republic of);Brazil;America;2009;[Drawn down amount] China Development Bank provides $10 billion line of credit for oil exploration in the Santos Basin (Linked to Project ID#36737);Implementation;Mixed;Loan;No;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;China Development Bank (CDB);State-owned Policy Bank;7000000000;USD;9126005099;7000000000
59416;Yes;No;China (People's Republic of);Brazil;America;2009;CDB Disbursed $94 Million to Telemar in 2010 (linked to #59394) ;Completion;Commercial;Loan;No;OOF-like;220;COMMUNICATIONS;China Development Bank (CDB);State-owned Policy Bank;94000000;USD;122549211.3;94000000
59417;Yes;No;China (People's Republic of);Brazil;America;2009;CDB Disbursed $98 Million to Telemar in 2011 (linked to #59394) ;Completion;Commercial;Loan;No;OOF-like;220;COMMUNICATIONS;China Development Bank (CDB);State-owned Policy Bank;98000000;USD;127764071.4;98000000
59968;Yes;No;China (People's Republic of);Brazil;America;2009;CDB Financing in Syndicated Loan to Brazil for Refinancing of Black Gold Two Semi-Submersible Drilling Platforms ;Pipeline: Commitment;Mixed;Loan;Vague;OOF-like;600;ACTION RELATING TO DEBT;China Development Bank (CDB);State-owned Policy Bank;;;;
42174;Yes;No;China (People's Republic of);Bulgaria;Europe;2009;CDB provides EUR 5 million loan to Bulgarian Development Bank for on-lending to SMEs (Linked to Project ID#42175);Pipeline: Commitment;Development;Loan;Vague;OOF-like;320;INDUSTRY, MINING, CONSTRUCTION;China Development Bank (CDB);State-owned Policy Bank;5000000;EUR;9055551.1;6945959.049
66657;Yes;No;China (People's Republic of);Bulgaria;Europe;2009;The Chinese Embassy in Bulgaria Donates Learning Materials to the First English Language High School in Sofia;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Chinese Embassy;Government Agency;;;;
30060;Yes;No;China (People's Republic of);Burundi;Africa;2009;Chinese Government donates sewing and cooking supplies to Foundation Buntu;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
32967;Yes;No;China (People's Republic of);Burundi;Africa;2009;1st batch of Chinese agricultural experts;Completion;Development;Free-standing technical assistance;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
35200;Yes;No;China (People's Republic of);Burundi;Africa;2009;Chinese Government provides grant for fourth batch of anti-malarial drugs (Linked to Project ID#12324, ID#66579, and ID#73410);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
36085;Yes;No;China (People's Republic of);Burundi;Africa;2009;14th medical team dispatched to Burundi to Prince Regent Charles Hospital, Gitega Provincial Hospital, and Muramvya Provincial Hospital;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
57136;Yes;No;China (People's Republic of);Burundi;Africa;2009;China holds 8th handicraft training session in Burundi, linked to #57328, #57337(9th), #57355(11th) ;Completion;Development;Scholarships/training in the donor country;Yes;ODA-like;320;INDUSTRY, MINING, CONSTRUCTION;Unspecified Chinese Government Institution;Government Agency;;;;
57315;Yes;No;China (People's Republic of);Burundi;Africa;2009;Chinese Government provides RMB 2 million grant for provision of equipment and office supplies to support Burundi's 2010 general election;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;2000000;CNY;381677.2165;292761.2341
57591;Yes;No;China (People's Republic of);Burundi;Africa;2009;China Road and Bridge donates a primary school to Burundi;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;China Communications Construction Co., Ltd. (CCCC);State-owned Company;;;;
73421;Yes;No;China (People's Republic of);Burundi;Africa;2009;Chinese Government provides a grant of $200.000 to the Executive Secretariat of the International Conference of the Great Lakes Region in Africa;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;200000;USD;260743.0028;200000
21687;Yes;No;China (People's Republic of);Cabo Verde;Africa;2009;Chinese Government provides RMB 136.12 million interest-free loan for Phase 1 of National Stadium Construction Project (Linked to Project ID#56498, #56508, #56521, #72794);Completion;Development;Loan;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China Ministry of Commerce;Government Agency;136120000;CNY;25976951.35;19925329.59
32117;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China provides office supplies to Cambodian Ministry of Industry, Mines, and Energy;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;;;;
32119;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Eximbank provides RMB 510.7 million government concessional loan for National Road No. 78 (NR 78) Construction and Rehabilitation Project;Completion;Development;Loan;Yes;ODA-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;510770000;CNY;97474635.93;74766827.77
32156;Yes;No;China (People's Republic of);Cambodia;Asia;2009;Chinese Government provides $7.7 million grant for New Senate Office Building Construction Project;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;7700000;USD;10038605.61;7700000
32161;Yes;No;China (People's Republic of);Cambodia;Asia;2009;Chinese Government provides RMB 40 million grant for Takeo Temple Restoration and Conservation Project;Completion;Development;Grant;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;China Ministry of Commerce;Government Agency;40000000;CNY;7633544.329;5855224.682
32168;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Eximbank provides RMB 629 million government concessional loan for National Road No. 57B (NR 57B) Rehabilitation Project;Completion;Development;Loan;Yes;ODA-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;629091787;CNY;120055001.1;92086843.96
32176;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Eximbank provides $31 million preferential buyer's credit for Kampong Trabek River Flood Control Project;Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;310;AGRICULTURE, FORESTRY, FISHING;Export-Import Bank of China;State-owned Policy Bank;31014469;USD;40434028.89;31014469
32180;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Eximbank provides $15.2 million preferential buyer's credit (PBC) loan for National Road 3762 (NR 3762) Rehabilitation Project;Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;15228192;USD;19853222.55;15228192
32187;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Eximbank provides $49.9 million preferential buyer's credit loan for Phase 1 of Kanghot Irrigation Development Project (linked to #35591);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;310;AGRICULTURE, FORESTRY, FISHING;Export-Import Bank of China;State-owned Policy Bank;49911971;USD;65070985.98;49911971
32195;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Eximbank provides $68.3 million preferential buyer's credit for National Road No. 62 (South Section: Kampong Thom-Tbeng Meanchey) Rehabilitation and National Road No. 8-1 and No. 8-2 Extension Project (Linked to Project ID#38785);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;68363120;USD;89126025.96;68363120
35272;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Railway Group conducts feasibility study for Cambodia-Vietnam railway line ;Completion;Development;Free-standing technical assistance;Yes;ODA-like;210;TRANSPORT AND STORAGE;China Railway Number 8 Engineering Company (CREC8);State-owned Company;3000000;USD;3911145.042;3000000
38790;Yes;No;China (People's Republic of);Cambodia;Asia;2009;Chinese Government provides 16 scholarships to students from Cambodia for AY 2009-2010;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;;;;
38846;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China donates well-drilling equipment worth 500.000 RMB;Completion;Development;Grant;Yes;ODA-like;140;WATER SUPPLY AND SANITATION;Tianjin Municipal Government;Government Agency;500000;CNY;95419.30412;73190.30853
61673;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Eximbank provides RMB 509.5 million government concessional loan for National Road No. 59 (NR 59) Rehabilitation Project;Completion;Development;Loan;Yes;ODA-like;210;TRANSPORT AND STORAGE;Export-Import Bank of China;State-owned Policy Bank;509593711;CNY;97250154.57;74594641.86
62321;Yes;No;China (People's Republic of);Cambodia;Asia;2009;China Eximbank provides $75.8 million preferential buyer's credit for Phase 1 of 230 kV Loop Transmission Line Project (Phnom Penh Loop Line) (Linked to Project ID#62335 and #62337, #62340);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;230;ENERGY;Export-Import Bank of China;State-owned Policy Bank;75870000;USD;98912858.12;75870000
63035;Yes;No;China (People's Republic of);Cambodia;Asia;2009;Hanban provides grant for the establishment of Confucius Institute at Royal Academy of Cambodia;Completion;Representational;Grant;Yes;OOF-like;110;EDUCATION;Hanban (Confucius Institute Headquarters);Government Agency;;;;
201;Yes;No;China (People's Republic of);Cameroon;Africa;2009;China Eximbank provides $52.05 million preferential buyer's credit for Phase 1 of the Cameroon Fiber Optic Transmission Backbone Project (Linked to Project ID#36246);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;220;COMMUNICATIONS;Export-Import Bank of China;State-owned Policy Bank;52050000;USD;67858366.49;52050000
314;Yes;No;China (People's Republic of);Cameroon;Africa;2009;MOFCOM provides RMB 50 million interest-free loan -- via ECTA -- for Douala Gyneco-Obstetric and Pediatric Hospital Construction Project (Linked to Project ID#59618, #58705, #22839);Completion;Development;Loan;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;50000000;CNY;9541930.412;7319030.853
31229;Yes;No;China (People's Republic of);Cameroon;Africa;2009;China Eximbank provides $97.13 million preferential buyer's credit for Phase 2 of the Douala (Yato) Water Supply Project (Linked to Project ID#315);Completion;Mixed;Export Buyer's Credit;Yes;OOF-like;140;WATER SUPPLY AND SANITATION;Export-Import Bank of China;State-owned Policy Bank;97130000;USD;126629839.3;97130000
31887;Yes;No;China (People's Republic of);Cameroon;Africa;2009;China donates 2 million RMB of anti-malaria drugs to Cameroon;Pipeline: Commitment;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;2000000;CNY;381677.2165;292761.2341
31888;Yes;No;China (People's Republic of);Cameroon;Africa;2009;China Eximbank provides RMB 280 million government concessional loan for the Bafoussam and Limbe Stadiums Project;Completion;Development;Loan;Yes;ODA-like;160;OTHER SOCIAL INFRASTRUCTURE AND SERVICES;Export-Import Bank of China;State-owned Policy Bank;280000000;CNY;53434810.31;40986572.77
57029;Yes;No;China (People's Republic of);Cameroon;Africa;2009;Cameroon Parliament receives 70 million CFA of Equipment from China;Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;Unspecified Chinese Government Institution;Government Agency;70000000;XOF;193337.6666;148297.4918
59618;Yes;No;China (People's Republic of);Cameroon;Africa;2009;MOFCOM provides RMB 50 million grant for Douala Gyneco-Obstetric and Pediatric Hospital Construction Project (linked to #22839, #314, #58705);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;50000000;CNY;9541930.412;7319030.853
733;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;China signs Broadcasting Cooperation Accord with Central African Republic;Pipeline: Commitment;Development;Scholarships/training in the donor country;Yes;ODA-like;220;COMMUNICATIONS;Unspecified Chinese Government Institution;Government Agency;;;;
32972;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;China sends three agricultural experts to the Central African Republic;Implementation;Development;Free-standing technical assistance;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
34168;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;Chinese Government provides grant for establishment of China-CAR Anti-Malaria Center in Bangui;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
56234;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;China donates 4th batch of anti-malaria drugs to Central African Republic;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
56237;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;Chinese medical team provides free clinic to Boaly Farm workers;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
56239;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;Chinese Government provides RMB 10 million grant for Primary School Construction Project;Completion;Development;Grant;Yes;ODA-like;110;EDUCATION;Unspecified Chinese Government Institution;Government Agency;10000000;CNY;1908386.082;1463806.171
56242;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;Chinese medical team treats Pygmie patients;Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
56245;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;Team from China-Africa Senior Agricultural Consulting Group consults with Central African Republic Ministry of Agriculture and Rural Development;Completion;Development;Free-standing technical assistance;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
56247;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;China donates anti-malaria drugs to Central African Republic;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
56250;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;Chinese expert group gives technical agricultural advice at Boyali Farm for “2009 Agricultural Production Mobilization” project;Completion;Development;Free-standing technical assistance;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;Unspecified Chinese Government Institution;Government Agency;;;;
56296;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;Chinese antimalarial experts donate anti-malaria drugs and equipment to Central African Republic anti-malaria center (linked to project #56299);Completion;Development;Grant;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
56299;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;Chinese antimalarial experts train students and medical personnel in Central African Republic (linked to project #56296);Completion;Development;Free-standing technical assistance;Yes;ODA-like;120;HEALTH;Unspecified Chinese Government Institution;Government Agency;;;;
56506;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;China provides 2.6 billion CFA interest-free loan to Central African Republic for mobile vehicle inspection systems (ETCA);Completion;Development;Loan;Yes;ODA-like;330;TRADE POLICIES AND REGULATIONS;Unspecified Chinese Government Institution;Government Agency;2600000000;XAF;7181113.333;5508192.553
56518;Yes;No;China (People's Republic of);Central African Republic;Africa;2009;All-China Women’s Foundation donates office equipment, household appliances, and agricultural equipment worth 300.000 RMB to the Organization of Central African Women (OFCA);Completion;Development;Grant;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;All-China Women's Federation;Government Agency;300000;CNY;57251.58247;43914.18512
32656;Yes;No;China (People's Republic of);Chad;Africa;2009;Chinese Government provides RMB 204 million interest-free loan for National Assembly Building Construction Project;Completion;Development;Loan;Yes;ODA-like;150;GOVERNMENT AND CIVIL SOCIETY;China Ministry of Commerce;Government Agency;204000000;CNY;38931076.08;29861645.88
34153;Yes;No;China (People's Republic of);Chad;Africa;2009;Chinese Government provides grant for China-Chad Friendship Hospital Renovation Project;Completion;Development;Grant;Yes;ODA-like;120;HEALTH;China Ministry of Commerce;Government Agency;;;;
56133;Yes;No;China (People's Republic of);Chad;Africa;2009;Chinese Government provides grant for Phase 2 of Agricultural Project (Linked to #56130);Implementation;Development;Grant;Yes;ODA-like;310;AGRICULTURE, FORESTRY, FISHING;China Ministry of Commerce;Government Agency;;;;
